"iso","country_name","region_GCAM3","GCAM_region_ID","1990","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"abw","Aruba","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"afg","Afghanistan","Southeast Asia","27","7.269956544","8.524470486","9.052366418","9.496029628","10.38239732","11.33785534","12.2165823","13.02450273","13.83498024","14.6425444","15.45264302","16.27331403","17.10738769","17.94229073","18.77249965","19.59778881","20.40975582","21.20766537","21.9911387","22.75988968","23.50941323"
"ago","Angola","Africa","4","8.959583449","9.534432749","11.31754331","12.41194912","12.26906179","12.66484411","13.28570779","13.89882824","14.64058522","15.52272231","16.51015766","17.5722536","18.67474015","19.79158291","20.90417971","21.99959684","23.06764663","24.10247094","25.10655662","26.07640628","27.01061837"
"aia","Anguilla","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"alb","Albania","Eastern Europe","15","32.7782939","35.56568942","29.24648666","23.04594447","23.52636054","24.21391253","24.89007048","25.50636458","26.10699808","26.67806741","27.22480698","27.76991918","28.31080631","28.84529242","29.37342789","29.89078609","30.39839779","30.89753801","31.38435786","31.85854189","32.31992603"
"and","Andorra","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"ant","Netherlands Antilles","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"are","United Arab Emirates","Middle East","21","18.40464338","20.25754945","21.50841623","22.73740574","22.6369526","22.77429308","23.31992228","23.79352395","24.22698192","24.61790095","24.97999678","25.35675108","25.76752889","26.20793688","26.65885672","27.11664337","27.58593122","28.06176197","28.54398798","29.02594328","29.50372285"
"arg","Argentina","Latin America","31","15.86060272","18.272954","22.00846049","25.29146837","24.91475682","25.78931364","26.60322294","27.3486853","28.012003","28.61763766","29.20493407","29.78456402","30.3547155","30.90791561","31.4457263","31.9642398","32.47420211","32.97194263","33.46006285","33.9370388","34.39957247"
"arm","Armenia","Former Soviet Union","10","24.69458962","24.11154277","21.87676307","19.51017024","20.43494887","21.60064484","22.8090459","23.83103022","24.70167402","25.43813607","26.05425031","26.63078622","27.23843654","27.88276448","28.51736388","29.11208763","29.69262032","30.26650396","30.83667329","31.39754784","31.93808991"
"asm","American Samoa","Southeast Asia","29","13.84877856","15.00066504","15.476368","15.88049164","16.81312008","17.79397096","18.67488113","19.48366972","20.27712335","21.05162207","21.80482157","22.54496872","23.27222059","23.98842769","24.68573049","25.36717454","26.03137227","26.67539843","27.30113275","27.90815372","28.49673379"
"atg","Antigua &#38; Barbuda","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"aus","Australia","Australia_NZ","6","40.0986296","46.24784075","42.84863336","40.23715277","40.50426206","40.83274653","41.12052268","41.3839776","41.65236052","41.93159356","42.18230254","42.42970357","42.71860486","43.05150969","43.40757238","43.76228757","44.12291697","44.48799967","44.87234172","45.28745698","45.72827091"
"aut","Austria","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"aze","Azerbaijan","Former Soviet Union","10","24.69458962","24.11154277","21.87676307","19.51017024","20.43494887","21.60064484","22.8090459","23.83103022","24.70167402","25.43813607","26.05425031","26.63078622","27.23843654","27.88276448","28.51736388","29.11208763","29.69262032","30.26650396","30.83667329","31.39754784","31.93808991"
"bdi","Burundi","Africa","2","8.959565364","9.091949432","9.064985725","8.898106371","9.239772686","9.791694191","10.64430173","11.52883534","12.49964718","13.53981876","14.62784425","15.74815768","16.88692133","18.02893543","19.15973731","20.2657693","21.33987058","22.37878697","23.3820804","24.34618834","25.26863176"
"bel","Belgium","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"ben","Benin","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"bfa","Burkina Faso","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"bgd","Bangladesh","Southeast Asia","27","7.269956544","8.524470486","9.052366418","9.496029628","10.38239732","11.33785534","12.2165823","13.02450273","13.83498024","14.6425444","15.45264302","16.27331403","17.10738769","17.94229073","18.77249965","19.59778881","20.40975582","21.20766537","21.9911387","22.75988968","23.50941323"
"bgr","Bulgaria","Eastern Europe","12","23.14256972","26.89261065","25.52132238","24.1131982","25.26614853","26.12219763","26.91243215","27.65531863","28.33082097","28.92020019","29.45949136","29.97684073","30.51936178","31.0994549","31.68592283","32.24442587","32.77345115","33.27487183","33.75521797","34.22677195","34.69717868"
"bhr","Bahrain","Middle East","21","18.40464338","20.25754945","21.50841623","22.73740574","22.6369526","22.77429308","23.31992228","23.79352395","24.22698192","24.61790095","24.97999678","25.35675108","25.76752889","26.20793688","26.65885672","27.11664337","27.58593122","28.06176197","28.54398798","29.02594328","29.50372285"
"bhs","Bahamas","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"bih","Bosnia and Herzegovina","Eastern Europe","15","32.7782939","35.56568942","29.24648666","23.04594447","23.52636054","24.21391253","24.89007048","25.50636458","26.10699808","26.67806741","27.22480698","27.76991918","28.31080631","28.84529242","29.37342789","29.89078609","30.39839779","30.89753801","31.38435786","31.85854189","32.31992603"
"blr","Belarus","Former Soviet Union","14","24.62155199","23.72451","19.89224102","15.76511158","16.61583789","17.62257925","18.71969445","19.72893552","20.63721635","21.44102844","22.16502409","22.8729727","23.59915733","24.33258436","25.03020412","25.67099286","26.27611825","26.86022041","27.43012098","27.98607811","28.52373055"
"blz","Belize","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"bmu","Bermuda","Western Europe","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"bol","Bolivia","Latin America","26","15.86072773","17.97044051","20.25694367","22.20735083","22.73271195","23.48813741","24.38123545","25.19363594","25.99173964","26.77997963","27.55394147","28.31492221","29.06429119","29.79803786","30.51286579","31.2073865","31.88715349","32.55178649","33.1997936","33.82888744","34.43801388"
"bra","Brazil","Latin America","7","15.86082159","18.21616423","21.77411938","25.10118745","25.01395476","25.53467224","26.20620772","26.7980632","27.38112529","27.9496477","28.50687943","29.08352848","29.67030627","30.25064423","30.83520908","31.44155701","32.04606499","32.64749444","33.2465682","33.84585091","34.44350114"
"brb","Barbados","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"brn","Brunei Darussalam","Southeast Asia","29","13.84877856","15.00066504","15.476368","15.88049164","16.81312008","17.79397096","18.67488113","19.48366972","20.27712335","21.05162207","21.80482157","22.54496872","23.27222059","23.98842769","24.68573049","25.36717454","26.03137227","26.67539843","27.30113275","27.90815372","28.49673379"
"btn","Bhutan","Southeast Asia","27","7.269956544","8.524470486","9.052366418","9.496029628","10.38239732","11.33785534","12.2165823","13.02450273","13.83498024","14.6425444","15.45264302","16.27331403","17.10738769","17.94229073","18.77249965","19.59778881","20.40975582","21.20766537","21.9911387","22.75988968","23.50941323"
"bwa","Botswana","Africa","4","8.959583449","9.534432749","11.31754331","12.41194912","12.26906179","12.66484411","13.28570779","13.89882824","14.64058522","15.52272231","16.51015766","17.5722536","18.67474015","19.79158291","20.90417971","21.99959684","23.06764663","24.10247094","25.10655662","26.07640628","27.01061837"
"caf","Central African Republic","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"can","Canada","Canada","8","43.20068262","47.37532645","42.73193159","38.71124434","38.88039639","39.02754413","39.29289528","39.60735287","39.93072471","40.22123798","40.46519411","40.69029889","40.93980514","41.2452111","41.58573854","41.93584297","42.29877054","42.6702294","43.05726138","43.47625617","43.92874778"
"cck","Cocos (Keeling) Islands","Southeast Asia","29","13.84877856","15.00066504","15.476368","15.88049164","16.81312008","17.79397096","18.67488113","19.48366972","20.27712335","21.05162207","21.80482157","22.54496872","23.27222059","23.98842769","24.68573049","25.36717454","26.03137227","26.67539843","27.30113275","27.90815372","28.49673379"
"che","Switzerland","Western Europe","16","39.22702074","43.01133695","39.60891886","36.26118003","36.46587826","36.64542955","36.81878238","37.00458054","37.2271203","37.47613393","37.75344528","38.05216998","38.36410995","38.70322124","39.05690926","39.40679229","39.75586309","40.10086198","40.45077448","40.81049194","41.18591818"
"chi","Channel Islands","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"chl","Chile","Latin America","26","15.86072773","17.97044051","20.25694367","22.20735083","22.73271195","23.48813741","24.38123545","25.19363594","25.99173964","26.77997963","27.55394147","28.31492221","29.06429119","29.79803786","30.51286579","31.2073865","31.88715349","32.55178649","33.1997936","33.82888744","34.43801388"
"chn","China","China","11","16.76827619","28.49831469","32.5047954","38.01511339","39.66644775","41.17543542","42.39015474","43.32054393","44.12648568","44.85456865","45.49146373","46.05407629","46.60358039","47.13659207","47.65194173","48.1428039","48.63345242","49.1103074","49.57386747","50.01909873","50.44720239"
"civ","C&#244;te d'Ivoire","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"cmr","Cameroon","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"cod","Congo, the Democratic Republic of the","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"cog","Congo","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"cok","Cook Islands","Australia_NZ","29","13.84877856","15.00066504","15.476368","15.88049164","16.81312008","17.79397096","18.67488113","19.48366972","20.27712335","21.05162207","21.80482157","22.54496872","23.27222059","23.98842769","24.68573049","25.36717454","26.03137227","26.67539843","27.30113275","27.90815372","28.49673379"
"col","Colombia","Latin America","32","15.86055645","17.8566873","19.72456493","21.51575093","21.8871112","22.59215849","23.25431893","23.93431167","24.63646229","25.33683043","26.04129774","26.7488293","27.45035692","28.15254049","28.84534418","29.52328019","30.19351331","30.85064085","31.48561699","32.09927216","32.69229469"
"com","Comoros","Africa","2","8.959565364","9.091949432","9.064985725","8.898106371","9.239772686","9.791694191","10.64430173","11.52883534","12.49964718","13.53981876","14.62784425","15.74815768","16.88692133","18.02893543","19.15973731","20.2657693","21.33987058","22.37878697","23.3820804","24.34618834","25.26863176"
"cpv","Cape Verde","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"cri","Costa Rica","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"cub","Cuba","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"cuw","Curacao","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"cym","Cayman Islands","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"cyp","Cyprus","Western Europe","12","23.14256972","26.89261065","25.52132238","24.1131982","25.26614853","26.12219763","26.91243215","27.65531863","28.33082097","28.92020019","29.45949136","29.97684073","30.51936178","31.0994549","31.68592283","32.24442587","32.77345115","33.27487183","33.75521797","34.22677195","34.69717868"
"cxr","Christmas Island","Southeast Asia","29","13.84877856","15.00066504","15.476368","15.88049164","16.81312008","17.79397096","18.67488113","19.48366972","20.27712335","21.05162207","21.80482157","22.54496872","23.27222059","23.98842769","24.68573049","25.36717454","26.03137227","26.67539843","27.30113275","27.90815372","28.49673379"
"cze","Czech Republic","Eastern Europe","12","23.14256972","26.89261065","25.52132238","24.1131982","25.26614853","26.12219763","26.91243215","27.65531863","28.33082097","28.92020019","29.45949136","29.97684073","30.51936178","31.0994549","31.68592283","32.24442587","32.77345115","33.27487183","33.75521797","34.22677195","34.69717868"
"deu","Germany","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"dji","Djibouti","Africa","2","8.959565364","9.091949432","9.064985725","8.898106371","9.239772686","9.791694191","10.64430173","11.52883534","12.49964718","13.53981876","14.62784425","15.74815768","16.88692133","18.02893543","19.15973731","20.2657693","21.33987058","22.37878697","23.3820804","24.34618834","25.26863176"
"dma","Dominica","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"dnk","Denmark","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"dom","Dominican Republic","Latin America","9","15.99749954","17.55109835","17.26365702","16.9862807","17.41123769","18.00458424","18.71871062","19.42357087","20.15561438","20.90668197","21.66400348","22.42633729","23.19353024","23.95484149","24.7069954","25.45002745","26.18136035","26.90104894","27.60337101","28.28613435","28.94622086"
"dza","Algeria","Africa","3","8.959589287","9.767803849","12.82080822","15.1347596","15.83508214","16.52843648","17.44484718","18.28583612","19.07715602","19.82808515","20.54798118","21.25680696","21.96133404","22.65459561","23.3198216","23.95435452","24.55907753","25.13976757","25.69863542","26.24015936","26.75985687"
"ecu","Ecuador","Latin America","26","15.86072773","17.97044051","20.25694367","22.20735083","22.73271195","23.48813741","24.38123545","25.19363594","25.99173964","26.77997963","27.55394147","28.31492221","29.06429119","29.79803786","30.51286579","31.2073865","31.88715349","32.55178649","33.1997936","33.82888744","34.43801388"
"egy","Egypt","Africa","3","8.959589287","9.767803849","12.82080822","15.1347596","15.83508214","16.52843648","17.44484718","18.28583612","19.07715602","19.82808515","20.54798118","21.25680696","21.96133404","22.65459561","23.3198216","23.95435452","24.55907753","25.13976757","25.69863542","26.24015936","26.75985687"
"eri","Eritrea","Africa","2","8.959565364","9.091949432","9.064985725","8.898106371","9.239772686","9.791694191","10.64430173","11.52883534","12.49964718","13.53981876","14.62784425","15.74815768","16.88692133","18.02893543","19.15973731","20.2657693","21.33987058","22.37878697","23.3820804","24.34618834","25.26863176"
"esh","Western Sahara","Africa","3","8.959589287","9.767803849","12.82080822","15.1347596","15.83508214","16.52843648","17.44484718","18.28583612","19.07715602","19.82808515","20.54798118","21.25680696","21.96133404","22.65459561","23.3198216","23.95435452","24.55907753","25.13976757","25.69863542","26.24015936","26.75985687"
"esp","Spain","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"est","Estonia","Former Soviet Union","12","23.14256972","26.89261065","25.52132238","24.1131982","25.26614853","26.12219763","26.91243215","27.65531863","28.33082097","28.92020019","29.45949136","29.97684073","30.51936178","31.0994549","31.68592283","32.24442587","32.77345115","33.27487183","33.75521797","34.22677195","34.69717868"
"eth","Ethiopia","Africa","2","8.959565364","9.091949432","9.064985725","8.898106371","9.239772686","9.791694191","10.64430173","11.52883534","12.49964718","13.53981876","14.62784425","15.74815768","16.88692133","18.02893543","19.15973731","20.2657693","21.33987058","22.37878697","23.3820804","24.34618834","25.26863176"
"fin","Finland","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"fji","Fiji","Southeast Asia","29","13.84877856","15.00066504","15.476368","15.88049164","16.81312008","17.79397096","18.67488113","19.48366972","20.27712335","21.05162207","21.80482157","22.54496872","23.27222059","23.98842769","24.68573049","25.36717454","26.03137227","26.67539843","27.30113275","27.90815372","28.49673379"
"flk","Falkland Islands (Malvinas)","Latin America","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"fra","France","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"fro","Faroe Islands","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"fsm","Micronesia, Federated States of","Southeast Asia","29","13.84877856","15.00066504","15.476368","15.88049164","16.81312008","17.79397096","18.67488113","19.48366972","20.27712335","21.05162207","21.80482157","22.54496872","23.27222059","23.98842769","24.68573049","25.36717454","26.03137227","26.67539843","27.30113275","27.90815372","28.49673379"
"gab","Gabon","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"gbr","United Kingdom","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"geo","Georgia","Former Soviet Union","10","24.69458962","24.11154277","21.87676307","19.51017024","20.43494887","21.60064484","22.8090459","23.83103022","24.70167402","25.43813607","26.05425031","26.63078622","27.23843654","27.88276448","28.51736388","29.11208763","29.69262032","30.26650396","30.83667329","31.39754784","31.93808991"
"ggy","Guernsey","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
"gha","Ghana","Africa","5","8.959567495","9.504943628","11.17117464","12.24315996","12.16531309","12.52320975","13.49651266","14.45243132","15.44438425","16.46980766","17.51760678","18.60144899","19.69790531","20.77983382","21.83549554","22.85614573","23.83560852","24.77311668","25.66870151","26.51832866","27.31977268"
"gib","Gibraltar","Western Europe","13","32.02969619","35.87903586","32.6060887","29.68648686","30.05920358","30.35513499","30.67107762","31.00207622","31.35882467","31.71940465","32.07535179","32.43828331","32.82199828","33.21864662","33.60822705","33.98189659","34.34899114","34.71202838","35.07933256","35.45299067","35.83653964"
